775	heic1519b	SpARCS1049+56, SpARCS1049	SpARCS1049+56	Galaxy Portrait	Image of the central region of SpARCS1049
776	heic1418c	GOODS-N-774, GOODS North Field	GOODS-N-774	Galaxy Portrait	Section of Hubble GOODS North field
777	potw1017a	MACS J0717.5+3745	MACS J0717.5+3745	Galaxy Cluster	A snowstorm of distant galaxies
778	opo1024a	NGC 4911	Spiral galaxy NGC 4911 in the Coma cluster	Spiral Galaxy	Spiral galaxy NGC 4911 in the Coma cluster
779	heic1511b	3C 297 / 3C 356 / 3C 454.1	3C 297	Galaxy Portrait	Galaxies with relativistic jets
781	heic1425b	Fornax 1, Fornax 2, Fornax 3, Fornax 5	Fornax 1	Globular Cluster	Four globular clusters in Fornax — annotated
783	heic1416b	MACS J0416.1-2403	MACS J0416.1-2403	Christmas Tree Galaxy Cluster	Colour image of galaxy cluster MCS J0416.1–2403, annotated
784	heic1404a	ESO 137-001	New of spiral galaxy ESO 137-001	Spiral Galaxy	New Hubble image of spiral galaxy ESO 137-001
786	potw1002a	NGC 2082	The dusty beauty of NGC 2082	Galaxy Portrait	The dusty beauty of NGC 2082
789	heic1911b	ESO 495-21	of the sky around the galaxy ESO 495-21	Galaxy Portrait	Ground-based view of the sky around the galaxy ESO 495-21
793	opo1407b	Abell 1689	Abell 1689	Gravitational Lens Cluster	Galaxy cluster Abell 1689
794	opo1407a	Abell 1689	Abell 1689	Gravitational Lens Cluster	Galaxy cluster Abell 1689 and distant galaxies
798	opo1038b	NGC 4150	Elliptical galaxy NGC 4150	Lenticular Galaxy	Elliptical galaxy NGC 4150
799	heic2016c	MACS J1206.2-0847	MACS J1206.2-0847	Galaxy Cluster	Small-Scale Concentrations of Dark Matter (Artist’s Impression)
800	heic2002b	UGC 2885	Area Around UGC2885	Galaxy Portrait	Area Around UGC2885 (ground-based image)
801	heic1921e	GRB 190114C	GRB 190114C	Galaxy Portrait	Hubble Observation of the host galaxy of GRB 190114C
803	heic1519c	SpARCS1049+56	SpARCS1049+56	Galaxy Portrait	The area around SpARCS1049+56 (ground-based image)
805	heic1414b	SDSS J1531+3414	HGO2008]SDSS J1531+3414	Galaxy Portrait	Wide field image of the region around two merging galaxies in SDSS J1531+3414 (ground based telescope)
806	opo1405c	GN-z10-3	GN-z10-3	Galaxy Portrait	GN-z10-3 in the GOODS-N field
807	opo1405d	GN-z9-1	GN-z9-1	Galaxy Portrait	GN-z9-1 in the GOODS-N field
808	opo1405e	GN-z10-1	GN-z10-1	Galaxy Portrait	GN-z10-1 in the GOODS-N field
809	opo1405f	GN-z10-2	GN-z10-2	Galaxy Portrait	GN-z10-2 in the GOODS-N field
811	heic2609b	MXDFz4.4	Galaxy field of MXDFz4.4	Galaxy Portrait	Galaxy field of MXDFz4.4 (Hubble and Webb clean image)
812	potm2603b	IC 486	IC 486	Galaxy Portrait	IC 486 (wide-field view)
813	heic2605b	CDG-2	Dark galaxy CDG-2 near Perseus Cluster (annotated	Galaxy Portrait	Dark galaxy CDG-2 near Perseus Cluster (annotated)
815	potw2542b	NGC 3370	NGC 3370 (wide	Galaxy Portrait	NGC 3370 (wide view)
816	potw2537c	M 82	M82 and its smouldering heart (vertical collage	Galaxy Portrait	M82 and its smouldering heart (vertical collage)
817	potw2445b	NGC 1672	NGC 1672 collage	Spiral-Arm Stellar Nursery	NGC 1672 collage
818	potw2428b	NGC 3810	NGC 3810 with supernova	Supernova Host Galaxy	NGC 3810 with annotated supernova
819	potw2426b	NGC 5253	NGC 5253 (ACS/HRC	Galaxy Portrait	NGC 5253 (ACS/HRC)
820	opo2303a	MOO J1014+0038 / SPT-CL J2106-5844	MOO J1014+0038 / SPT-CL J2106-5844	Galaxy Portrait	Hubble Finds That Ghost Light Among Galaxies Stretches Far Back In Time
821	Galactic-Get-Together	ZW II 96	ZW II 96	Galaxy Portrait	Galactic Get-Together
823	potw2218a	M 99 / NGC 4254	Double in M99	Galaxy Portrait	Hubble Sees Double in M99
826	heic1803b	NGC 3344	of NGC 3344	Galaxy Portrait	Wide-field image of NGC 3344 (ground-based image)
828	potw1640a	NGC 247	The centre of NGC 247	Galaxy Portrait	The centre of NGC 247
832	potw1527a	2MASS J04542829-6625280	2MASS J04542829-6625280	Galaxy Portrait	Galaxy with a view
833	heic1511d	3C 454.1	3C 454.1	Radio Galaxy	Radio galaxy 3C 454.1
834	heic1511e	3C 356	3C 356	Radio Galaxy	Radio galaxy 3C 356
835	heic1511c	3C 279 / 3C 297	3C 279	Radio Galaxy	Radio galaxy 3C 297
843	heic1505c	MACS J1149+2223	MACS J1149+2223	Galaxy Cluster	Four supernova images in an Einstein cross
844	opo1448b	J0826+4305, J0944+0930, J1104+5946, J1359+5137, J1506+5402, J1506+6131, J1558+3957, J1613+2834, J1634+4619, J1713+2817, J2118+0017, J2140+1209	J0826+4305	Galaxy Portrait	Outflows from twelve merging galaxies
848	heic1311b	NGC 2936 / NGC 2937 / Arp 142	The area around merging galaxy duo Arp 142	Galaxy Portrait	The area around merging galaxy duo Arp 142 (ground-based image)
853	heic1419b	M 60 / NGC 4649	of Messier 60 and M60-UCD1	Galaxy Portrait	Hubble image of Messier 60 and M60-UCD1
855	opo9449c	M 100 / NGC 4321	The Spiral Galaxy M 100	Spiral Galaxy	The Spiral Galaxy M 100
856	potw2307a	SDSSCGB 10189	SDSSCGB 10189	Galaxy Portrait	Galactic Crash Course
859	heic1505d	MACS J1149+2223	MACS J1149+2223	Galaxy Cluster	Illustration showing gravitational lensing producing four supernova images
860	heic1403b	M 83	and Magellan composite of Messier 83	Southern Pinwheel Galaxy	Hubble and Magellan composite image of Messier 83
861	heic1006b	Messier 66	of Messier 66	Galaxy Portrait	Wide-field view of Messier 66 (ground-based image)
862	heic1004a	ESO 306-17	ACS of ESO 306-17	Galaxy Portrait	ACS image of ESO 306-17
863	opo1008b	HCG 31	HCG 31	Interacting Galaxy Group	Hubble's view of Hickson Compact Group 31
864	opo1008a	HCG 31	HCG 31	Interacting Galaxy Group	Hickson Compact Group 31: interacting galaxies glow with millions of young stars
865	heic0914b	NGC 4710	looks at sideways NGC 4710 (full	Galaxy Portrait	Hubble looks at sideways NGC 4710 (full)
870	opo0929c	M 83	M 83	Southern Pinwheel Galaxy	Ground-based image of M83 Taken at ESO in La Silla, Chile
871	heic0910b	Abell 370	Abell 370	Frontier Fields Cluster	Gravitational lensing in the galaxy cluster Abell 370
872	heic0906a	Arp 194	celebrates 19th anniversary with fountain of youth	Galaxy Portrait	Hubble celebrates 19th anniversary with fountain of youth
874	opo0838a	NGC 1569	Starburst galaxy NGC 1569	Starburst Galaxy	Starburst galaxy NGC 1569
875	heic0819c	NGC 300	NGC 300	Sculptor Pinwheel Galaxy	NGC 300
876	heic0819e	NGC 4163	NGC 4163	Dwarf Irregular Galaxy	NGC 4163
877	heic0819f	NGC 300	NGC 300 Detail 1	Sculptor Pinwheel Galaxy	NGC 300 Detail 1
878	heic0819b	NGC 253	NGC 253	Sculptor Galaxy	NGC 253
879	heic0819h	NGC 300	NGC 300 Detail 3	Sculptor Pinwheel Galaxy	NGC 300 Detail 3
880	heic0819d	NGC 3077	NGC 3077	Dwarf Irregular Galaxy	NGC 3077
881	heic0819g	NGC 300	NGC 300 Detail 2	Sculptor Pinwheel Galaxy	NGC 300 Detail 2
882	opo0833a	LEDA 198197 / 2MASX J00482185-2507365	2MASX J00482185-2507365	Galaxy Silhouettes	Galaxy Silhouettes
883	heic0814e	Abell 2218	Abell 2218	Galaxy Cluster	Abell 2218_z1 in detail
884	heic0813a	Abell 1656	Abell 1656	Galaxy Cluster	The Coma Galaxy Cluster as seen by Hubble
885	heic0810ag	Arp 256	Arp 256	Interacting Galaxies	Arp 256
886	heic0810al	UGC 8335	UGC 8335	Interacting Galaxies	UGC 8335
887	heic0810bv	ESO 119-27	AM 0500-620	Interacting Galaxies	AM 0500-620
888	heic0810bi	ESO 507-70	ESO 507-70	Interacting Galaxies	ESO 507-70
889	heic0810af	UGC 9618 / Arp 302	UGC 9618	Interacting Galaxies	UGC 9618
890	heic0810bp	NGC 7674 / Arp 182	NGC 7674	Interacting Galaxies	NGC 7674
891	heic0810ca	IC 4687	IC 4687	Interacting Galaxies	IC 4687
892	heic0810bj	IC 2545	IC 2545	Interacting Galaxies	IC 2545
893	heic0810aw	ESO 99-4	ESO 99-4	Interacting Galaxies	ESO 99-4
894	heic0810cj	ESO 286-19	ESO 286-19	Interacting Galaxies	ESO 286-19
895	heic0810bb	IC 1623 / VV 114	VV 114	Interacting Galaxies	IC 1623
896	heic0810an	NGC 17	NGC 17	Interacting Galaxies	NGC 17
897	heic0810ah	NGC 6670	NGC 6670	Interacting Galaxies	NGC 6670
898	heic0810ce	IC 2810	IC 2810	Interacting Galaxies	IC 2810
899	heic0810ax	NGC 1614	NGC 1614	Interacting Galaxies	NGC 1614
900	heic0810ay	NGC 6090	NGC 6090	Interacting Galaxies	NGC 6090
901	heic0810bc	ESO 239-2 / ESO 239-IG002	ESO 239-IG002	Interacting Galaxies	ESO 239-IG002
902	heic0810ar	NGC 3256 / VV 65	VV 65	Interacting Galaxies	NGC 3256
903	heic0810au	IC 883 / Arp 193	IC 883	Interacting Galaxies	IC 883
904	heic0810bf	IC 1127 / Arp 220	Arp 220	Interacting Galaxies	Arp 220
905	heic0810by	UGC 12812	UGC 12812	Interacting Galaxies	UGC 12812
906	heic0810bl	LEDA 17588 / MCG +08-11-002	MCG+08-11-002	Interacting Galaxies	MCG+08-11-002
907	heic0810bh	ESO 148-2	ESO 148-2	Interacting Galaxies	ESO 148-2
908	heic0810bg	LEDA 4798 / CGCG 436-030 / IRAS 01173+1405	CGCG436-030	Interacting Galaxies	CGCG436-030
909	heic0810ba	UGC 8058 / Mrk 231	UGC 8058	Interacting Galaxies	UGC 8058
910	heic0810az	IC 5298	IC 5298	Interacting Galaxies	IC 5298
911	heic0810av	UGC 8696 / Mrk 273	Markarian 273	Interacting Galaxies	Markarian 273
912	heic0810at	NGC 5257 / NGC 5258 / Arp 240	NGC 5257, NGC 5258	Interacting Galaxies	NGC 5257, NGC 5258
913	heic0810ci	NGC 695	NGC 695	Interacting Galaxies	NGC 695
914	heic0810ch	LEDA 33083 / IRAS 10566+2448	IRAS F10565+2448	Interacting Galaxies	IRAS F10565+2448
915	heic0810ck	ESO 550-IG025	ESO 550-IG025	Interacting Galaxies	ESO 550-IG025
916	heic0810ao	ESO 77-14	ESO 77-14	Interacting Galaxies	ESO 77-14
917	heic0810ai	NGC 6240	NGC 6240	Tangled Merger Galaxy	NGC 6240
918	heic0810cg	AM 0702-601	AM 0702-601	Interacting Galaxies	AM 0702-601
919	heic0810aj	ESO 593-8	ESO 593-8	Interacting Galaxies	ESO 593-8
920	heic0810cd	NGC 7469 / Arp 298 / Mrk 1514	NGC 7469	Interacting Galaxies	NGC 7469
921	heic0810cb	LEDA 90367 / IRAS 20351+2521	IRAS 20351+2521	Interacting Galaxies	IRAS 20351+2521
922	heic0810bx	IRAS 18090+0130	IRAS 18090+0130	Interacting Galaxies	IRAS 18090+0130
923	heic0810bm	LEDA 3183 / MCG +12-02-001	MCG+12-02-001	Interacting Galaxies	MCG+12-02-001
924	heic0810bz	ESO 69-6	ESO 69-6	Interacting Galaxies	ESO 69-6
925	heic0810bq	UGC 4881 / Arp 55 / VV 155	VV 155	Interacting Galaxies	UGC 4881
926	heic0810bn	NGC 5256	NGC 5256	Interacting Galaxies	NGC 5256
927	heic0810bk	LEDA 65779 / IRAS 20550+1656	ZW II 96	Interacting Galaxies	ZW II 96
928	heic0810bw	VV 705 / Mrk 848	Markarian 848	Interacting Galaxies	VV 705
929	heic0810br	UGC 5101	UGC 5101	Interacting Galaxies	UGC 5101
930	heic0810bs	MCG +01-33-036 / VV 283	VV 283	Interacting Galaxies	VV 283
931	heic0810ak	NGC 454	NGC 454	Interacting Galaxies	NGC 454
932	heic0810as	NGC 3690 / IC 694 / Arp 299	NGC 3690	Interacting Galaxies	NGC 3690
933	heic0810bo	NGC 5331	NGC 5331	Interacting Galaxies	NGC 5331
934	heic0810bu	ESO 508-45	AM1316-241	Interacting Galaxies	AM1316-241
935	heic0810be	2MASX J09133888-1019196	2MASX J09133888-1019196	Interacting Galaxies	2MASXJ09133888-1019196
936	heic0810bt	NGC 5754	NGC 5754	Interacting Galaxies	NGC 5754
937	heic0810am	NGC 6786	NGC 6786	Interacting Galaxies	NGC 6786
938	heic0810cf	LEDA 90383 / IRAS 21101+5810	IRAS 21101+5810	Interacting Galaxies	IRAS 21101+5810
939	heic0810cc	ESO 255-7	ESO 255-7	Interacting Galaxies	ESO 255-7
940	heic0810bd	NGC 6621 / NGC 6622 / Arp 81	NGC 6621, NGC 6622	Interacting Galaxies	NGC 6621, NGC 6622
942	opo0737a	3C 321	3C 321	Ring Galaxy	"Death star" galaxy black hole fires at neighboring galaxy
943	heic0716a	I Zw 18	I Zw 18	Galaxy Portrait	Hubble Finds Mature Galaxy Masquerading as Toddler
944	heic0716b	I Zw 18	I Zw 18	Galaxy Portrait	Youthful-looking galaxy may be an adult
945	heic0709a	ZwCl0024+1652, ZwCl 0024+1652	ZwCl0024+1652	Galaxy Cluster	Dark matter ring in galaxy cluster Cl 0024+17 (ZwCl 0024+1652)
946	heic0705a	Abell 2667	Abell 2667	Galaxy Cluster	The "Comet Galaxy" as seen with Hubble
949	opo0413c	NGC 300 / IRAS 00525-3757	NGC 300 / IRAS 00525-3757	Galaxy Portrait	Hubble sees stars as numerous as grains of sand in nearby galaxy
952	heic0311a	NGC 3982	Galaxy NGC 3982	Spiral Galaxy	Galaxy NGC 3982
953	opo0324b	NGC 3370 / IRAS 10444+1732	Full ACS of NGC 3370	Supernova Host Galaxy	Full ACS Image of NGC 3370
954	opo0223a	NGC 4319 / Mrk 205	QSO B1219+7535	Odd Couple	Odd Couple Widely Separated by Time and Space
956	heic0208a	NGC 4365	NGC 4365	Elliptical Galaxy	Elliptical galaxy NGC 4365 with numerous young star clusters
960	opo0126a	NGC 3310 / IRAS 10356+5345	Baby Boom in Galaxy NGC 3310	Starburst Galaxy	Baby Boom in Galaxy NGC 3310
962	heic0106a	NGC 1512 / IRAS 04022-4329	NGC 1512 / IRAS 04022-4329	Barred Spiral Galaxy	Panel of multi-wavelength and composite images of NGC 1512
963	heic0106j	NGC 1512 / IRAS 04022-4329	Wide of NGC 1512	Barred Spiral Galaxy	Wide view of NGC 1512
965	heic0102a	NGC 2903 / IRAS 09293+2143	Bar in spiral galaxy NGC 2903 (WFPC2	Barred Spiral Galaxy	Bar in spiral galaxy NGC 2903 (WFPC2)
967	opo9931a	HCG 87	HCG 87	Compact Galaxy Group	A Minuet of Galaxies
968	opo9906a	NGC 1316	Fornax A	Galaxy Portrait	Hubble Finds More Evidence of Galactic Cannibalism
971	opo9812b	NGC 1808 / IRAS 05059-3734	Starburst Galaxy NGC 1808	Starburst Galaxy	Starburst Galaxy NGC 1808
972	opo9621a1	NGC 1365	Galaxy NGC 1365	Galaxy Portrait	Galaxy NGC 1365
973	opo9610a	0024+1654	0024+1654	Gravitational Lens	Galaxy Cluster 0024+1654 as a Gravitational Lens
975	opo9510c	NGC 253	NGC 253	Sculptor Galaxy	NGC 253
977	opo9402b	M 100 / NGC 4321	M100 Full Field	Galaxy Portrait	M100 Full Field
979	heic1811b	NGC 3256	of NGC 3256	Galaxy Portrait	Wide-field image of NGC 3256 (ground-based image)
980	heic1111c	Abell 2744	Abell 2744	Galaxy Cluster	Hubble view of Abell 2744 — Pandora’s Cluster
984	heic9910b	Abell 2218	Abell 2218	Galaxy Cluster	Galaxy Cluster Abell 2218 - a Cosmic Magnifying Glass
985	heic1913c	NGC 3147	Galaxy NGC 3147	Galaxy Portrait	Galaxy NGC 3147
986	potw1850b	M 100	Messier 100 improvements of	Grand Design Spiral	Messier 100 shows improvements of Hubble
987	opo1448m	J2118+0017	J2118+0017	Galaxy Portrait	Outflows from merging galaxy J2118+0017
988	opo1448c	J0826+4305	J0826+4305	Galaxy Portrait	Outflows from merging galaxy J0826+4305
989	heic1418b	GOODS-N-774, GOODS North Field	GOODS-N-774	Galaxy Portrait	Distant galaxy core in the Hubble GOODS North field
991	potw2444b	NGC 4414	Supernovae in NGC 4414	Supernova Host Galaxy	Supernovae in NGC 4414
992	heic2201b	NGC 2444 / Arp 143	of Arp 143	Galaxy Portrait	Wide-Field View of Arp 143
998	heic1516b	PGC 42871 / ESO 381-12	The area around ESO 381-12	Galaxy Portrait	The area around ESO 381-12 (ground-based image)
999	heic1425g	Fornax 1, Fornax 2, Fornax 3, Fornax 5	Fornax 1	Globular Cluster	Fornax galaxy with four globular clusters marked
1000	opo1448d	J0944+0930	J0944+0930	Galaxy Portrait	Outflows from merging galaxy J0944+0930
1001	opo1448e	J1104+5946	J1104+5946	Galaxy Portrait	Outflows from merging galaxy J1104+5946
1003	heic1409c	Abell 383	Abell 383	Galaxy Cluster	Cosmic lens Abell 383 helps Hubble to find a distant supernova (annotated)
1004	heic1816c	Abell 370	Abell 370	Frontier Fields Cluster	Comparison between Frontier Fields and BUFFALO
1005	heic1621b	NGC 4696	of NGC 4696	Galaxy Portrait	Wide-field image of NGC 4696 (ground-based image)
1006	opo1448i	J1558+3957	J1558+3957	Galaxy Portrait	Outflows from merging galaxy J1558+3957
1007	opo1448k	J1634+4619	J1634+4619	Galaxy Portrait	Outflows from merging galaxy J1634+4619
1011	opo1038c	NGC 4150	Core of elliptical galaxy NGC 4150	Lenticular Galaxy	Core of elliptical galaxy NGC 4150
1013	heic0113c	Abell 2218	Abell 2218	Galaxy Cluster	The galaxy cluster Abell 2218
1014	heic1709d	NGC 4298 / NGC 4302	of NGC 4298 and NGC 4302	Galaxy Portrait	Annotated wide-field image of NGC 4298 and NGC 4302 (ground-based image)
1015	potw1621a	MACS J1149.5+2223	MACS J1149.5+2223	Galaxy Cluster	A galactic gathering
1016	ann1526a	MACS J1149+2223	MACS J1149+2223	Galaxy Cluster	Appearance of the the Refsdal supernova
1019	opo1519a	NGC 3862 / 3C 264	3C 264	Active Galaxy	Active Galaxy 3C 264 (NGC 3862)
1020	opo1448g	J1506+5402	J1506+5402	Galaxy Portrait	Outflows from merging galaxy J1506+5402
1021	opo1448n	J2140+1209	J2140+1209	Galaxy Portrait	Outflows from merging galaxy J2140+1209
1022	heic1418d	GOODS-N-774, GOODS North Field	GOODS-N-774	Galaxy Portrait	Inset view of distant galaxy GOODS-N-774
1027	heic1812c	ESO 325-G004	ESO 325-G004	Galaxy Portrait	Two methods of measuring the mass of a galaxy
1028	heic1807d	MACS J1149+2223	MACS J1149+2223	Galaxy Cluster	Third image of galaxy hosting most distant known star
1029	heic1425h	Fornax Dwarf Spheroidal	Fornax Dwarf Spheroidal (Galaxy	Dwarf Spheroidal Galaxy	Fornax dwarf galaxy
1030	opo1448j	J1613+2834	J1613+2834	Galaxy Portrait	Outflows from merging galaxy J1613+2834
1031	opo1448h	J1506+6131	J1506+6131	Galaxy Portrait	Outflows from merging galaxy J1506+6131
1032	opo1448f	J1359+5137	J1359+5137	Galaxy Portrait	Outflows from merging galaxy J1359+5137
1033	opo1448l	J1713+2817	J1713+2817	Galaxy Portrait	Outflows from merging galaxy J1713+2817
1036	opo1602a	J1426.5+3508	IDCS J1426.5+3508	Galaxy Cluster	Galaxy cluster IDCS J1426
1038	ann1121a	Mrk 509	Active galaxy Markarian 509	Active Galaxy	Active galaxy Markarian 509
1039	opo9812c	NGC 1808 / IRAS 05059-3734	Starburst Galaxy NGC 1808	Starburst Galaxy	Starburst Galaxy NGC 1808
1040	heic2609c	MXDFz4.4	Galaxy MXDFz4.4 ( and Webb compass	Galaxy Portrait	Galaxy MXDFz4.4 (Hubble and Webb compass image)
1043	potw2445c	NGC 1672	NGC 1672 (without SN	Spiral-Arm Stellar Nursery	NGC 1672 (without SN)
1044	heic2414b	NGC 2207 / IC 2163	Galaxies IC 2163 and NGC 2207	Interacting Spiral Pair	Galaxies IC 2163 and NGC 2207 (Webb MIRI image)
1045	heic2411b	M 87	M87	Virgo A	M87
1047	potw2216b	VV 689	VV689	Galaxy Portrait	Hubble Inspects a Set of Galactic Wings
1049	heic1615a	Abell S1063	Abell S1063	Galaxy Cluster	Hubble image of Abell S1063
1053	opo1519b	3C 264	3C 264	Galaxy Portrait	Compass and Scale Image of 3C 264
1054	heic1503b	NGC 7714 / Arp 284	of NGC 7714	Galaxy Portrait	Wide-field image of NGC 7714 (ground-based image)
1055	opo1438c	M 81	SN 1993J	Bode's Galaxy	Supernova 1993J in spiral galaxy M81
1060	heic0910c	Abell 370	Abell 370	Frontier Fields Cluster	4-panel Abell 370
1061	opo9734y	NGC 7252 / IRAS 22179-2455	HST/WFPC2 of galaxy NGC 7252	Galaxy Portrait	HST/WFPC2 image of galaxy NGC 7252
1063	opo9734x	NGC 3921 / IRAS 11484+5521	HST/WFPC2 of galaxy NGC 3921	Galaxy Portrait	HST/WFPC2 image of galaxy NGC 3921
1064	heic2605c	CDG-2	Dark galaxy CDG-2 near Perseus Cluster	Galaxy Portrait	Dark galaxy CDG-2 near Perseus Cluster (annotated compass image)
1065	heic2414c	NGC 2207 / IC 2163	NGC 2207 / IC 2163	Interacting Spiral Pair	Galaxies IC 2163 and NGC 2207 (Hubble and Webb Images side-by-side)
1066	heic2414d	NGC 2207 / IC 2163	Galaxies IC 2163 and NGC 2207 (Webb and	Interacting Spiral Pair	Galaxies IC 2163 and NGC 2207 (Webb and Hubble annotated)
1067	heic2213b	Abell 611	Abell 611	Galaxy Cluster	Wide-Field View Abell 611
1068	heic2106a	NGC 2276	Captures NGC 2276	Galaxy Portrait	Hubble Captures NGC 2276
1074	heic1901e	M 33	M 33	Galaxy Portrait	Wide-field view of the Triangulum Galaxy showing the extent of the survey
1075	potw1639a	NGC 24	The hidden dark side of NGC 24	Galaxy Portrait	The hidden dark side of NGC 24
1077	opo0929a	M 83	Showcases Star Birth in M83, the Southern Pinwheel	Southern Pinwheel Galaxy	Hubble Image Showcases Star Birth in M83, the Southern Pinwheel
1083	heic1514b	NGC 833 / NGC 835 / NGC 838 / NGC 839 / HCG 16	HCG 16	Galaxy Portrait	Wide-field view of galaxy group HCG 16 (ground-based view)
1085	heic0207d	NGC 4013 / IRAS 11559+4413	NGC 4013 / IRAS 11559+4413	Galaxy Portrait	NICMOS finds a golden ring at the heart of a galaxy
1086	potw1618a	NGC 4394	NGC 4394	Galaxy Portrait	Hubble spies NGC 4394
1087	heic1215c	MACS J0717.5+3745	MACS J0717.5+3745	Galaxy Cluster	The geometry of MACS J0717
1089	potw2235c	M 74	Multi-Observatory Views of M74	Galaxy Portrait	Multi-Observatory Views of M74
1091	potw1610a	Abell 2744	Abell 2744	Galaxy Cluster	Swimming in Sculptor
1094	heic1419e	M 60 / Arp 116	of Arp 116	Galaxy Portrait	Hubble image of Arp 116 (annotated)
1095	heic1419c	M 60	Ultracompact dwarf galaxy M60-UCD1 as viewed by	Dwarf Galaxy	Ultracompact dwarf galaxy M60-UCD1 as viewed by Hubble
1096	opo1433b	IRC 0218	IRC 0218	Gravitational Lens	Gravitational lensing by galaxy in cluster IRC 0218
1101	potw1016a	ESO 350-38	Haro 11	Galaxy Portrait	Frenzied star birth in Haro 11
1102	heic0211b	GRO J1655-40	GRO J1655-40	Active Galaxy	Black hole hurtling across the plane of the Milky Way
1103	heic2106b	NGC 2276	of NGC 2276	Galaxy Portrait	Wide-Field View of NGC 2276
1104	heic1615c	Abell S1063	Abell S1063	Galaxy Cluster	Wide-field image of Abell S1063 (ground-based image)
1108	opo0301a	Abell 1689	Abell 1689	Gravitational Lens Cluster	Hubble Looks Through Cosmic Zoom Lens
1110	heic1706a	3C 186	3C186	Active Galaxy	Galaxy with an ejected supermassive black hole
1114	ann1119a	HUDF	HUDF/GOODS Galaxies from the CANDELS Survey	Active Galaxy	Even low-mass galaxies can harbour supermassive black holes
1117	potw1004a	HCG 59	HCG 59	Galaxy Portrait	A clump of galaxy misfits
1120	ann1301a	M 106	of M 106	Galaxy Portrait	Hubble view of M 106
1121	jwst_simulation_halfsize	N/A	James Webb Space Telescope	Galaxy Portrait	Simulation of JWST performance
1124	heic0912b	NGC 2623	of the region around NGC 2623	Galaxy Portrait	Wide-field view of the region around NGC 2623 (ground-based image)
1125	heic0911g	NGC 4402	Composite NGC 4402 within its home cluster	Star Cluster	Composite image showing NGC 4402 within its home cluster
1126	heic0911a	NGC 4402 / NGC 4522	NGC 4402 / NGC 4522	Galaxy Portrait	Ram pressure stripping galaxies NGC 4522 and NGC 4402
1127	heic0911f	NGC 4402	Digitized Sky Survey of NGC 4402	Galaxy Portrait	Digitized Sky Survey Image of NGC 4402 (ground-based image)
1128	heic0911e	NGC 4522	Composite NGC 4522 within its home cluster	Star Cluster	Composite image showing NGC 4522 within its home cluster
1129	opo0908f	NGC 3021	NGC 3021 NICMOS/ACS detail 4	Galaxy Portrait	NGC 3021 NICMOS/ACS detail 4
1130	opo0908e	NGC 3021	NGC 3021 NICMOS/ACS detail 3	Galaxy Portrait	NGC 3021 NICMOS/ACS detail 3
1131	opo0908c	NGC 3021	NGC 3021 NICMOS/ACS detail 1	Galaxy Portrait	NGC 3021 NICMOS/ACS detail 1
1132	opo0908d	NGC 3021	NGC 3021 NICMOS/ACS detail 2	Galaxy Portrait	NGC 3021 NICMOS/ACS detail 2
1133	opo0919d	IC 4662	ACS of IC 4662	Galaxy Portrait	Hubble ACS image of IC 4662
1135	opo0919b	NGC 4163	ACS of NGC 4163	Dwarf Irregular Galaxy	Hubble ACS image of NGC 4163
1136	opo0919a	NGC 4068 / NGC 4163 / IC 4662	NGC 4068 / NGC 4163 / IC 4662	Dwarf Galaxy	Hubble spies a frenzy of star birth in dwarf galaxies (montage)
1137	opo0919c	NGC 4068	ACS of NGC 4068	Galaxy Portrait	Hubble ACS image of NGC 4068
1139	heic0903b	J031931.7+4131	CGW2003] J031931.7+4131	Dwarf Galaxy	Perseus dwarf galaxy
1140	heic0903c	J031910.4+4129	CGW2003] J031910.4+4129	Dwarf Galaxy	Perseus Dwarf Galaxy
1141	heic0903d	J031900.4+4129	CGW2003] J031900.4+4129	Dwarf Galaxy	Perseus Dwarf Galaxy [CGW2003] J031900.4+4129
1142	heic0903e	J031905.2+4134	CGW2003] J031905.2+4134	Dwarf Galaxy	Perseus Dwarf Galaxy
1152	heic0901c	Abell 1656	Abell 1656	Galaxy Cluster	Wide-field view of the Coma Galaxy Cluster (ground-based image)
1156	heic0815b	NGC 4660	NGC 4660 in the Virgo cluster of galaxies	Galaxy Cluster	NGC 4660 in the Virgo cluster of galaxies
1157	heic0815c	NGC 4458	NGC 4458 in the Virgo cluster of galaxies	Galaxy Cluster	NGC 4458 in the Virgo cluster of galaxies
1158	heic0815j	M 87 / NGC 4486	Radio/X-ray/Optical of M87	Galaxy Portrait	Radio/X-ray/Optical Image of M87
1159	heic0815e	VCC 1993	VCC 1993	Galaxy Cluster	VCC 1993 in the Virgo cluster of galaxies
1161	heic0815d	IC 3506	IC 3506 in the Virgo cluster of galaxies	Galaxy Cluster	IC 3506 in the Virgo cluster of galaxies
1165	opo0829d	COSMOS 1161898	COSMOS 1161898	Barred Spiral Galaxy	COSMOS Barred Spiral Galaxy 1161898
1166	opo0829c	COSMOS 1705033	COSMOS 1705033	Barred Spiral Galaxy	COSMOS Barred Spiral Galaxy 1705033
1167	opo0829e	COSMOS 2607238	COSMOS 2607238	Barred Spiral Galaxy	COSMOS Barred Spiral Galaxy 2607238
1168	opo0829b	COSMOS 3127341	COSMOS 3127341	Barred Spiral Galaxy	COSMOS Barred Spiral Galaxy 3127341
